k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;variance;3;6;0;0.750000;10;0.796544
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
kills,deaths,denies,xp_per_min,hero_damage,last_hits;-2,159085;0;6;8
kills,assists,denies,gold_per_min,xp_per_min,hero_damage;-2,159263;0;6;8
kills,assists,denies,xp_per_min,hero_damage,last_hits;-2,159388;0;6;8
kills,denies,gold_per_min,xp_per_min,hero_healing,last_hits;-2,259733;0;6;9
denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-2,259973;0;6;9
kills,denies,gold_per_min,xp_per_min,last_hits;-2,262383;0;5;9
denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,262671;0;5;9
kills,deaths,denies,gold_per_min,xp_per_min,last_hits;-2,263929;0;6;9
deaths,denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,264168;0;6;9
kills,assists,denies,gold_per_min,xp_per_min,last_hits;-2,264232;0;6;9
assists,denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,264472;0;6;9
kills,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-2,356825;0;6;10
kills,gold_per_min,xp_per_min,hero_damage,last_hits;-2,359832;0;5;10
kills,deaths,gold_per_min,xp_per_min,hero_damage,last_hits;-2,361021;0;6;10
kills,assists,gold_per_min,xp_per_min,hero_damage,last_hits;-2,361324;0;6;10
kills,denies,gold_per_min,xp_per_min,hero_damage,last_hits;-2,599189;0;6;13
denies,hero_healing;-2,655552;0;2;14
gold_per_min,hero_healing;-2,659349;0;2;14
hero_healing,last_hits;-2,659722;0;2;14
kills,hero_healing;-2,660179;0;2;14
hero_damage,hero_healing;-2,660899;0;2;14
denies,gold_per_min;-2,662955;0;2;14
denies,last_hits;-2,663328;0;2;14
kills,denies;-2,663785;0;2;14
denies,hero_damage;-2,664504;0;2;14
deaths,hero_healing;-2,664533;0;2;14
xp_per_min,hero_healing;-2,664684;0;2;14
assists,hero_healing;-2,665443;0;2;14
gold_per_min,last_hits;-2,667125;0;2;14
kills,gold_per_min;-2,667582;0;2;14
kills,last_hits;-2,667955;0;2;14
deaths,denies;-2,668139;0;2;14
denies,xp_per_min;-2,668290;0;2;14
gold_per_min,hero_damage;-2,668301;0;2;14
hero_damage,last_hits;-2,668674;0;2;14
assists,denies;-2,669049;0;2;14
kills,hero_damage;-2,669131;0;2;14
deaths,gold_per_min;-2,671936;0;2;14
gold_per_min,xp_per_min;-2,672087;0;2;14
deaths,last_hits;-2,672309;0;2;14
xp_per_min,last_hits;-2,672460;0;2;14
kills,deaths;-2,672766;0;2;14
assists,gold_per_min;-2,672846;0;2;14
kills,xp_per_min;-2,672917;0;2;14
assists,last_hits;-2,673219;0;2;14
deaths,hero_damage;-2,673486;0;2;14
xp_per_min,hero_damage;-2,673636;0;2;14
kills,assists;-2,673676;0;2;14
assists,hero_damage;-2,674396;0;2;14
deaths,xp_per_min;-2,677271;0;2;14
deaths,assists;-2,678031;0;2;14
assists,xp_per_min;-2,678181;0;2;14
