k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;cosine;3;6;0;0.750000;10;159.673632
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
deaths,denies,gold_per_min,xp_per_min,hero_damage;-1,711152;0;5;5
kills,gold_per_min,hero_damage;-1,715907;0;3;3
kills,deaths,gold_per_min,xp_per_min,hero_healing,last_hits;-1,734988;0;6;6
deaths,denies,gold_per_min,hero_damage,last_hits;-1,752132;0;5;5
assists,denies,gold_per_min,xp_per_min,hero_healing,last_hits;-1,753172;0;6;6
kills,denies,xp_per_min,hero_damage;-1,756869;0;4;4
deaths,assists,denies,gold_per_min,xp_per_min,last_hits;-1,775379;0;6;6
kills,deaths,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,784735;0;6;6
kills,assists,denies,xp_per_min,last_hits;-1,792281;0;5;5
kills,deaths,assists,gold_per_min,xp_per_min,last_hits;-1,793831;0;6;6
denies,xp_per_min,hero_damage,hero_healing,last_hits;-1,795201;0;5;5
kills,assists,denies,gold_per_min,xp_per_min;-1,798624;0;5;5
kills,assists,denies,gold_per_min,last_hits;-1,801522;0;5;5
kills,denies,xp_per_min,hero_healing,last_hits;-1,801977;0;5;5
assists,denies,xp_per_min,hero_damage,last_hits;-1,802639;0;5;5
kills,deaths,gold_per_min,hero_damage,hero_healing,last_hits;-1,810101;0;6;6
deaths,assists,gold_per_min,xp_per_min,hero_damage,last_hits;-1,811061;0;6;6
kills,deaths,xp_per_min,hero_damage,hero_healing,last_hits;-1,814301;0;6;6
kills,assists,gold_per_min,hero_damage,hero_healing,last_hits;-1,814924;0;6;6
kills,assists,gold_per_min,xp_per_min,hero_healing,last_hits;-1,815714;0;6;6
kills,deaths,assists,gold_per_min,hero_damage,last_hits;-1,817045;0;6;6
kills,deaths,assists,gold_per_min,xp_per_min,hero_damage;-1,817737;0;6;6
kills,assists,xp_per_min,hero_damage,hero_healing,last_hits;-1,820443;0;6;6
assists,denies,gold_per_min,hero_damage,last_hits;-1,822263;0;5;5
assists,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits;-1,824142;0;6;6
kills,deaths,assists,xp_per_min,hero_damage,last_hits;-1,825709;0;6;6
assists,denies,gold_per_min,xp_per_min,hero_damage;-1,827302;0;5;5
kills,assists,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,827424;0;6;6
kills,denies,gold_per_min,hero_healing,last_hits;-1,835032;0;5;5
denies,gold_per_min,hero_damage,hero_healing,last_hits;-1,845605;0;5;5
denies,gold_per_min,xp_per_min,hero_damage,hero_healing;-1,847834;0;5;5
kills,denies,gold_per_min,xp_per_min,hero_healing;-1,848344;0;5;5
kills,denies,hero_damage,last_hits;-1,856454;0;4;4
kills,denies,gold_per_min,hero_damage;-1,870465;0;4;4
deaths,denies,gold_per_min,xp_per_min,last_hits;-1,876629;0;5;6
kills,deaths,gold_per_min,hero_damage,last_hits;-1,888880;0;5;6
kills,deaths,xp_per_min,hero_damage,last_hits;-1,904960;0;5;6
kills,deaths,gold_per_min,xp_per_min,hero_damage;-1,905664;0;5;6
denies,xp_per_min,hero_damage,last_hits;-1,906414;0;4;5
kills,deaths,gold_per_min,xp_per_min,last_hits;-1,908834;0;5;6
kills,denies,xp_per_min,last_hits;-1,923619;0;4;5
