,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,n_matches
95804890,7,31,48,23,2510,2685,80941,1304,1268,7
95825708,821,480,937,1457,63353,62919,2064616,22269,30675,111
95865919,25,52,141,46,3099,3288,67245,5906,341,12
95899965,79,158,369,86,6233,8688,248357,36934,1137,22
96063277,239,135,279,321,13679,13507,562288,14226,5714,28
96127152,36,53,151,40,3962,3991,86548,21327,494,12
96133582,30,43,119,21,2784,3098,74317,18087,387,9
96144614,42,74,188,10,3108,4085,112348,11103,640,11
96169991,765,421,1081,1038,48896,54845,2146891,8297,22607,98
96183976,584,339,793,1279,47999,49220,1861664,18417,26065,83
96189126,902,477,1094,1114,65382,65674,2445094,36499,32078,120
96196828,1485,980,2435,3783,110178,117660,4256454,81351,51430,228
96316286,20,59,92,24,3765,4449,89009,19772,1235,11
96382750,77,61,202,200,6420,6939,242873,14084,1751,17
96429099,440,265,559,999,26314,28002,1165487,15033,12393,49
96536282,29,34,56,21,2446,2655,70821,1904,614,6
96623200,14,25,58,9,1178,1676,47958,0,247,5
96708830,28,104,173,6,2608,3265,103227,0,431,11
96738880,132,131,246,341,14283,15048,499475,2631,6246,31
96803083,453,326,691,1030,32675,34632,1694906,26080,17774,59
97013021,39,74,157,12,3838,4751,86581,5804,467,16
97054263,136,76,201,247,8295,8932,357388,0,3766,16
97072681,373,225,618,577,28972,31449,1170340,3742,14732,53
97205279,20,60,83,19,1784,1799,52885,5767,166,8
97353735,31,65,78,77,4096,4538,119649,2750,1428,11
97590558,2818,1483,3753,4581,216497,221259,8068518,279784,112244,379
97658618,1769,889,2221,3112,130497,135237,4958805,54113,61704,243
97676580,354,231,396,483,22605,22565,1006641,17216,10858,42
97809298,109,40,85,196,7321,7266,295887,0,4304,11
97975407,770,1598,2943,1583,93113,105918,2692831,164249,32587,258
98029014,26,33,60,64,1980,2399,59764,0,601,5
98092287,1033,572,1325,1456,67037,71189,2800801,56737,34140,127
98123554,79,116,364,24,6911,9286,265165,18504,1769,21
98131940,181,314,719,125,15785,19808,527380,46979,3796,50
98167706,1073,2196,4721,946,94372,116253,3423555,217869,17433,318
98172857,857,1767,3720,936,72800,92589,2807608,134193,14268,262
98227534,18,43,93,40,1643,2179,64094,0,465,6
98307654,32,36,67,31,3151,3081,109057,0,1378,6
98609497,176,119,208,270,11823,13264,488162,22364,5941,25
98730865,180,89,209,403,9962,10784,415679,25577,4832,20
98782750,46,87,209,94,4807,5369,133427,13624,1049,14
98878010,849,1875,4219,916,88399,107853,2797080,325687,18446,320
98887913,187,202,568,184,14432,15447,490327,30888,3850,39
98898414,28,82,96,126,2217,2862,127106,1301,531,8
98913918,52,25,62,106,4270,3980,206350,61,3008,7
99038159,13,20,64,22,1255,1717,31866,5958,95,5
99074108,15,41,55,2,1508,1874,50708,2484,178,8
99084280,36,51,53,43,2524,2565,102616,1230,1216,7
99394623,36,29,45,81,2950,3103,90242,30,1160,6
99460568,72,65,271,40,5907,6915,154522,28823,1090,20
99495148,18,23,46,17,1914,2173,68097,1097,696,5
99539136,394,362,737,292,21443,24967,1058532,39320,7345,54
99573176,127,207,344,51,9546,11729,344767,2994,3089,26
99643683,62,30,89,100,6204,5904,150948,0,2724,11
99672424,356,752,1456,279,32034,38475,995612,107767,4511,117
99717298,48,13,68,121,3519,3401,89663,0,1438,6
99789114,85,134,327,68,6326,7402,182576,22669,873,22
99796146,764,1716,3797,816,89953,109559,2485106,273151,18089,311
99798398,213,112,257,444,12786,13176,551397,200,6834,25
99803639,11,22,42,46,1240,1400,43215,0,364,5
99819580,43,70,139,101,4443,4527,175717,3120,1721,12
99881834,60,84,163,78,5309,5629,162091,12898,1533,15
99947395,71,118,172,124,5975,6801,302675,14502,3262,15
99983413,258,286,707,474,23765,28256,772587,14852,8918,60
100028335,434,913,1876,459,37241,44253,1159266,253989,5733,138
100058342,2212,1197,3050,4051,149040,156489,5618423,355495,70589,287
100078901,42,45,85,63,3141,3557,95585,13256,958,8
100174129,27,49,96,40,3601,3935,93137,987,1115,10
100175472,442,684,1867,513,37185,42487,1269776,172184,7660,122
100217790,37,69,110,17,2871,3078,94379,12844,391,12
100240564,145,95,144,335,8736,9456,364121,3268,4883,19
100240793,111,261,404,75,8084,10785,304227,13807,1266,29
100246000,195,224,320,475,16988,18877,606187,30494,6981,38
100281069,18,26,73,59,1722,1932,73460,0,550,5
100310056,4,16,62,5,1746,1380,21968,921,106,5
100311765,247,80,270,533,15537,15930,650055,19284,7389,27
100317750,1368,759,1795,2584,96728,100438,4018128,44055,49260,188
100375847,39,41,50,81,2609,2844,89568,50,1345,6
100385049,115,57,169,154,7092,7643,264888,1444,2858,14
100428273,50,38,146,6,2712,3022,117470,12154,1055,6
100471531,1829,1945,4987,1797,143975,162424,5563187,237982,46493,376
100483784,81,41,123,111,6452,6340,197493,3091,2949,12
100507647,181,362,706,103,16779,19035,455659,54660,2459,61
100560596,88,47,138,104,5176,5996,231269,3441,2281,12
100589115,100,49,103,151,5243,5824,238959,7160,2352,10
100594231,429,301,684,1001,37213,37916,1483450,10285,21589,64
100598959,72,230,430,85,8048,9869,307264,26997,1165,32
100686979,23,35,28,107,1967,2322,64692,0,829,5
100702264,30,34,113,75,2162,2387,101437,0,270,7
100704400,179,506,926,184,19963,24606,705593,88979,3659,72
100708765,16,32,40,7,1187,1304,34897,3728,140,5
100741961,19,57,83,8,1925,2320,67435,4805,410,7
100758751,263,474,1054,164,23290,26649,775570,98560,3285,81
100759439,49,18,46,69,3332,3267,99655,1130,1222,6
100763590,18,30,53,56,2703,2940,50017,5152,952,7
100781036,178,90,219,509,13710,14005,474481,15310,6711,25
100812084,51,39,119,79,4329,4836,118469,15943,1278,11
100829013,561,554,989,1257,44927,48613,1553540,63427,20234,97
100873638,30,32,72,61,1919,2527,74277,0,229,7
100881809,26,18,38,116,2558,2428,60355,0,865,5
100923744,27,103,130,31,3758,4401,101794,10642,522,16
101053719,44,52,134,26,1788,2258,164592,8471,351,6
101062921,466,389,592,803,37556,39571,1438539,15611,16858,73
101117815,81,51,120,103,5916,6070,246745,1268,2780,10
101208242,830,834,1412,1087,59909,69070,2454544,75198,26551,139
101229364,147,90,150,289,13444,13157,356523,4990,5885,24
101237419,27,26,98,22,2853,2416,49223,2769,168,8
101239422,49,23,41,87,3295,3386,116471,128,1290,6
101240880,205,335,792,253,21830,23953,787680,57182,7003,61
101259972,350,581,1247,401,29288,37302,1146047,78128,7332,96
101262972,14,35,30,28,2355,2702,53987,1338,696,7
101329488,15,28,36,7,1358,1599,38367,650,200,5
101356886,891,2106,4974,507,104252,120054,3862839,792421,24549,334
101375717,614,274,896,1462,45041,48548,1598152,4165,22037,87
101394458,28,43,100,27,2464,2730,74405,5923,832,7
101446572,234,116,325,349,15853,17483,619709,4497,6360,33
101450083,2135,1183,3000,3942,157150,162402,5987441,235911,76223,308
101460882,227,506,894,128,21571,24999,705777,117552,5534,70
101495620,1080,706,1705,2505,91279,86493,3454729,102854,50820,170
101525357,459,469,1175,761,41832,46716,1404015,37543,14779,99
101586543,1054,518,1286,1934,76119,79386,2802178,62355,38289,140
101655638,22,69,54,31,1986,2532,90820,0,519,7
101695162,1596,2262,5776,1821,142993,172984,5211202,532664,41606,418
101762615,210,157,271,309,12267,13500,489435,590,5577,25
101767235,478,250,665,857,29993,32444,1194407,21402,13179,56
101779337,408,676,1603,348,35497,42302,1275448,80109,7309,116
101842645,49,102,268,25,5577,6576,131031,5300,955,22
101857896,120,140,281,95,9698,10955,345772,12643,2589,24
101866704,28,30,41,72,2247,2722,90777,0,1175,5
101875809,52,41,93,38,2890,3123,138390,0,1057,7
101897410,49,27,57,59,2975,3472,133041,940,1476,6
101906670,20,31,74,15,2229,2451,89555,7236,846,5
101908305,1016,489,1312,2220,78641,78835,2562218,69341,37184,135
101915970,7,55,39,6,2403,2414,48887,3047,637,8
101952809,82,44,122,175,6110,6194,259063,913,3511,11
101963914,160,291,705,55,13501,15622,460299,85662,1516,48
101968048,38,46,55,134,4067,4339,96651,0,1379,10
101976632,72,27,88,120,3154,3192,145104,3227,1348,6
102009588,12,42,57,11,1298,1616,50228,8435,150,6
102020930,367,556,1511,356,28800,36646,961917,108068,5356,103
102024536,251,549,1099,167,25843,30704,709365,117810,5031,94
102085684,54,103,233,33,5614,6419,161486,19734,1387,16
102099826,1446,1869,4958,1662,125015,153258,4401837,516072,35718,376
102119379,116,302,746,198,17133,18341,496024,99276,2857,61
102126005,670,343,1073,881,42892,45937,1651590,43026,16717,85
102157111,16,35,91,10,1506,2089,78314,1112,560,5
102185479,137,203,456,241,13498,16035,536224,6139,5683,34
102226328,21,41,78,19,1852,2513,63455,9270,413,7
102260924,36,23,43,77,3856,3741,80585,4398,1932,6
102266855,23,44,98,16,2827,3237,93188,1102,767,9
102274152,54,30,69,82,4068,4070,119691,2394,1752,7
102317290,103,79,156,77,6072,7047,236700,11858,1965,15
102424452,60,58,116,154,3670,4544,159797,0,1602,10
102487567,37,21,57,79,2082,2470,96553,0,774,5
102498572,14,27,67,6,1412,1692,38594,10585,163,5
102500941,249,93,303,520,18853,19139,557935,29079,8284,35
102525542,145,236,527,86,11941,14215,401287,65216,2191,43
102528150,127,86,140,436,9489,10364,398312,15006,5534,19
102564830,42,91,123,70,4234,5460,177683,2417,1478,13
102591869,20,28,97,8,1748,1692,57529,24803,290,5
102600341,126,380,509,86,12115,14767,440476,22535,1615,49
102611544,39,64,115,20,3617,4147,124248,1000,1276,10
102624193,47,167,294,23,5482,6756,172478,5890,1001,23
102644565,399,996,1915,551,40884,54461,1547070,150178,10077,140
102712376,21,63,91,17,2388,2169,79429,18889,277,9
102727762,70,64,232,91,4981,5376,169193,8269,691,15
102811031,459,168,569,766,29853,30215,1244001,7999,13566,51
102856993,23,64,139,68,4302,4849,98652,6041,1276,13
102861171,18,35,89,15,1701,2001,39940,690,212,7
102924091,85,226,365,48,8805,10501,283167,26182,1390,33
102958828,51,131,153,6,3357,4227,133190,650,628,14
103032016,28,66,76,62,2693,3036,93824,160,1167,7
103039499,729,1413,3148,559,68379,81146,2046108,641077,12338,260
103045129,200,363,763,222,17600,20857,578528,62722,3539,64
103059732,29,50,186,40,3797,4551,118037,10897,673,13
103099205,66,104,165,89,7715,7440,231855,5909,2057,22
103126502,246,360,707,468,22836,27514,798781,80032,8877,58
103265320,41,77,140,61,4273,5646,140352,11310,1239,13
103275898,1526,863,2013,3894,132902,130180,4460310,62627,66148,224
103296177,97,183,420,175,11114,13990,387957,18220,4193,36
103354522,266,482,1222,451,25468,30825,898427,34626,5244,86
103363007,71,128,143,161,6232,6868,242188,11852,2392,18
103569102,56,43,140,32,3662,3356,118368,7530,960,7
103578570,106,218,530,40,11763,14065,326228,34762,1614,45
103598460,28,78,101,65,2362,3090,96486,5405,410,9
103725181,70,160,304,34,5616,7141,167636,6823,651,24
103729052,287,517,1132,232,23815,31569,862380,49025,4035,85
103735745,512,1067,2402,584,55252,64107,1708489,297386,12728,184
103755869,118,257,646,82,13917,17198,454434,106201,2901,50
103757196,79,184,256,2,5664,6755,215185,15068,910,18
103767715,66,63,94,109,4695,4861,203885,188,2331,10
103797901,44,87,84,58,3607,4302,130269,1163,1122,12
103832074,12,33,82,18,2059,2379,53181,1026,491,7
103850210,98,121,203,54,6996,8335,278963,7623,2626,16
103867263,26,59,121,15,2156,2743,84954,5545,522,9
103894687,75,50,101,73,4389,4453,180004,6402,1474,9
103940975,694,1644,3373,675,70835,87709,2445951,176319,15465,260
104070670,442,270,581,698,28994,30699,1174761,17807,13351,55
104121929,129,87,152,262,8280,8755,316442,13355,3729,16
104275965,146,340,745,76,17187,18309,475684,217313,2529,61
104314302,13,37,51,14,1432,1771,35297,683,227,5
104334048,150,327,667,135,12964,17504,528597,50329,3389,43
104461642,12,42,45,14,1502,1656,45285,1549,135,7
104464707,22,44,78,17,1693,1841,48372,0,195,7
104468141,46,90,186,49,4892,5702,173935,569,1108,18
104474051,44,153,251,57,4556,5887,183080,5085,1483,17
104489234,27,44,87,8,1700,2048,66932,412,195,6
104500774,50,47,60,77,3397,3563,106815,4756,1040,8
104512126,27,20,43,97,2329,2443,76362,3369,1381,5
104574581,45,24,159,25,4200,3880,104748,11345,625,11
104641064,26,67,73,27,2241,2393,59474,5412,221,8
104652351,57,177,341,42,6628,8325,227106,20262,1033,26
104690731,26,63,83,46,2728,3530,87699,9809,1063,10
104744109,137,104,205,361,12327,12460,413717,2434,6095,24
104758571,533,422,799,886,42714,45485,1808895,14642,21386,81
104784070,34,26,39,59,2288,2341,106833,0,1397,5
104888934,252,520,1077,239,22583,27983,716448,32982,5590,73
104890603,82,92,118,207,6209,6641,297700,16290,3022,14
104963314,582,319,640,642,36603,38926,1540449,7959,18375,63
105040222,118,221,480,113,10284,12730,359121,11022,2652,36
105045291,836,1705,3785,829,76482,93483,2556512,151403,11633,276
105178768,728,534,1313,1507,70061,68600,2409965,31028,34151,136
105184229,57,113,299,86,6003,7641,142387,25299,1045,21
105224607,58,34,78,38,3357,3475,126837,5315,1123,8
105242513,77,90,113,157,6198,6229,231977,412,2779,13
105248644,3202,1317,2736,6320,204390,203013,7802501,94467,96703,327
105308199,7,38,35,13,1753,1784,29051,1675,283,8
105333017,63,82,144,180,6494,7072,176154,5025,2848,16
105334927,20,43,107,5,1890,2348,68685,15683,368,7
105338676,82,118,257,19,6684,7279,176551,9591,1311,21
105397392,40,82,137,49,3088,4046,111019,2707,530,12
105415213,57,133,251,37,5226,6457,148907,13627,834,16
105470669,400,208,422,536,25504,26711,1102425,0,12504,45
105506474,50,22,48,187,3963,4072,109313,923,2142,7
105508930,37,80,142,48,2815,3724,122562,36705,709,10
105571036,62,95,104,165,4384,4737,129877,12466,1390,12
105599955,25,57,99,11,2174,2331,63963,7423,221,9
105604768,33,37,122,43,3002,3337,122879,30089,1269,8
105610776,375,379,724,526,28890,30780,1091061,41879,10845,64
105629282,18,30,81,12,2014,2125,49889,9818,370,6
105663807,53,72,229,85,5594,5433,128181,20737,746,17
105826779,150,184,354,176,13489,14963,416377,17223,4408,33
105939162,150,408,766,274,16805,20955,591777,94120,3302,62
106125861,93,39,82,90,4982,4942,195834,0,1849,8
106139701,18,64,74,30,1954,2484,59052,0,392,8
106144415,44,100,170,69,5346,6891,171970,0,2155,17
106149737,22,67,127,8,2032,2464,59062,8248,198,7
106182704,73,73,140,136,6408,7229,237382,32419,2427,16
106204137,440,334,525,684,30701,34146,1162798,49211,17361,58
106282905,27,19,73,56,2619,2738,70092,7800,625,6
106572601,20,23,79,10,1687,1810,44847,7763,261,5
106573901,2648,974,3058,5990,177285,184376,7115164,62181,89636,303
106737423,429,133,528,592,26115,26847,876507,26838,10801,47
106783671,147,70,161,337,8458,8353,366251,400,4372,15
106802676,21,12,53,85,2431,2431,69810,5,1152,5
106809101,922,1473,3656,646,85614,101851,2696248,420042,20024,276
106817726,8,27,49,7,1208,1445,29779,8693,105,5
106863163,4159,1956,4155,6264,259482,274837,10611506,77872,130302,457
106873918,26,52,57,76,2842,3107,100097,0,1351,7
106898514,25,45,74,73,2383,2641,82487,1600,704,6
106912244,24,52,79,40,1791,2151,83969,2893,325,7
106943210,70,53,39,169,3673,4132,208109,0,1826,7
107023378,211,350,713,208,14776,19104,692400,43700,3483,50
107072472,38,98,155,35,3312,3960,131773,4042,771,14
107081378,764,1581,3667,430,72139,90209,2310091,192520,14089,265
107100280,57,31,65,58,3587,3295,118262,455,1426,6
107166029,22,39,63,22,1852,2280,48439,0,333,7
107171842,46,71,128,42,3874,4708,178786,14443,1185,11
107204538,43,34,133,30,3184,4087,83385,4332,798,10
107227595,255,412,1079,186,22232,27710,784276,69329,5183,67
107296675,128,160,240,281,10328,11683,430925,27017,4240,31
107323220,11,32,39,7,1281,1414,29712,4347,337,5
107336061,235,393,694,364,24647,27357,875698,71080,10268,62
107392264,53,74,137,79,3982,4664,172190,2796,830,13
107403781,103,60,158,230,7296,8218,282225,1200,2515,15
107485519,135,128,203,257,12428,12769,458723,19915,5812,26
107535259,21,40,73,30,2075,2240,86887,1500,661,6
107578266,252,145,379,392,19347,19481,681463,19748,8396,35
107760953,28,66,72,90,2676,3027,96872,161,790,10
107803494,3150,1392,3905,5107,206225,218581,8805491,94893,104428,382
107855479,1263,703,1481,1913,85067,92240,3491142,65878,42977,161
107887080,28,36,76,20,2075,2251,53186,4807,427,6
107896633,22,36,86,51,3089,3587,97572,3490,1199,8
107897138,298,306,740,321,24244,26986,803093,57676,8788,59
107917119,82,166,266,99,9680,10737,320286,20809,3302,28
107925680,264,143,332,459,14870,15961,755587,855,7455,31
108011225,505,254,410,542,30155,30803,1310351,2065,18075,52
108030695,34,120,202,21,4216,5663,169992,29902,1167,17
108088937,47,73,165,69,5092,5935,140900,11260,1580,13
108167331,50,23,87,94,3511,3538,112652,3288,1217,7
108205302,95,91,220,133,6870,7479,279423,19332,2280,18
108221389,155,333,499,250,15658,18123,493806,24966,3272,51
108290174,78,55,158,123,5294,6071,179635,4143,2132,12
108376607,1734,863,1710,3638,132986,137714,4393315,83526,65831,217
108380255,49,35,77,98,4386,4524,131180,0,2511,7
108382060,1792,959,2331,2181,144167,146395,5034416,67539,73523,251
108383863,46,56,157,21,2709,3471,96025,28809,302,11
108446867,76,31,84,59,4002,3962,135013,2616,1463,8
108452107,1713,774,2250,3254,127014,128317,4464233,201082,61194,232
108484186,71,38,104,117,5418,5319,146689,0,1737,12
108512754,26,38,134,32,2801,3393,71922,1490,524,8
108586596,38,52,191,24,3272,4861,82099,18269,354,13
108593613,33,27,161,23,2855,3883,86343,16410,532,8
108680138,332,233,525,806,26342,27131,952037,26286,13510,48
108684617,20,64,118,4,1787,2151,59488,400,185,7
108717482,619,1306,3057,397,65228,78360,1903993,140568,12738,212
108728539,30,60,221,31,4900,5363,90442,55413,460,16
108831569,72,107,249,182,9437,10359,232863,45465,3708,25
108916953,109,71,142,156,7266,7873,271519,3881,4058,14
108939324,300,451,942,534,32173,35471,988640,48306,11951,79
108997922,58,70,86,128,5464,5176,261858,0,2872,12
109129880,21,47,104,34,2011,2523,53638,18939,371,8
109155831,74,39,78,118,5831,5232,163442,42,2521,9
109168789,15,46,54,27,2369,2745,82465,21775,1315,7
109274525,19,29,81,31,1997,2566,58696,9856,477,6
109283543,42,53,87,38,2596,3064,104864,1893,699,6
109299298,37,63,40,82,3309,3400,124003,1579,1285,8
109376928,27,37,42,61,2095,2466,98286,4224,884,6
109455705,520,366,695,750,38996,42975,1376835,9917,17598,76
109469423,164,137,209,261,13895,14278,480592,18923,7579,24
109490736,95,128,298,163,8690,10771,271255,20661,3151,23
109512357,734,1524,3763,692,73855,88516,2684757,281502,14515,269
109590964,26,66,75,47,2372,2873,83111,4575,568,9
109683615,140,97,201,325,9121,10384,438922,1079,4756,20
109822700,125,48,110,277,6795,7073,266841,742,3168,12
109901679,43,57,63,175,4889,4816,155847,593,2270,10
110014675,22,57,78,6,1891,2409,71812,28637,200,7
110032051,36,38,54,110,3169,3666,109521,4759,1753,8
110090274,291,159,367,423,22666,23897,865984,19590,11172,44
110155287,78,147,298,29,6642,7570,230574,77015,1948,23
110209831,162,160,265,444,12092,12566,481705,14122,4785,29
110228930,710,1046,2615,402,58660,73490,1657723,267181,10171,213
110286090,12,29,60,23,1309,1266,33459,280,220,5
110314430,16,20,92,9,1574,1804,44692,9389,178,5
110344084,34,30,55,74,3639,4060,153724,129,1570,8
110412761,93,78,88,145,6313,6854,320412,235,3325,14
110427852,105,326,604,51,10198,12863,358584,53582,1524,41
110448679,25,36,43,91,3700,3760,109097,0,1396,8
110464822,275,200,474,319,15144,19242,657253,28302,4736,36
110539311,1285,1447,3024,1289,108059,123263,4236770,212192,43747,256
110540711,379,156,478,1186,28358,28370,1012843,17699,12891,48
110541755,9,31,66,8,1023,1465,31930,0,247,5
110583422,730,579,729,1167,44528,47738,1979064,44201,21203,90
110605738,159,120,238,353,13361,13732,477599,390,7028,25
110620360,298,528,1456,172,30860,33611,787969,238204,4445,107
110759067,1670,866,1982,3714,120449,122852,4552476,49888,55540,220
110768761,14,43,97,14,2718,2947,77894,29285,1009,8
110781332,230,117,189,243,14208,13336,486189,8294,5187,27
110819366,373,262,489,538,27826,29395,1133207,15144,14973,54
110837826,421,411,920,1225,38234,39483,1205285,42264,14347,87
110936818,21,49,86,8,2547,3057,66528,15536,470,10
110963199,48,49,89,35,3301,3798,104131,151,929,8
110979485,67,42,110,45,3459,4389,172537,8709,1306,9
111030315,671,1558,2967,458,61412,75363,2110975,226287,10602,215
111034589,341,665,1687,274,34434,42876,1098837,157732,8377,119
111114687,678,1311,2902,520,64772,76643,1874492,455371,11834,229
111150817,150,230,377,319,15172,17126,514094,30573,5612,39
111187038,60,133,314,39,7110,8297,230530,31132,1645,24
111189717,1398,1437,2990,2499,117135,132172,4562216,157704,51479,267
111217304,113,63,81,82,4580,4752,230662,993,1505,9
111259914,22,35,40,22,4250,3724,81035,1852,1227,7
111291593,652,1019,2835,701,81334,92655,2522613,208094,32414,215
111392103,41,55,113,31,4407,4829,140405,7627,1830,12
111403585,62,18,51,43,3205,3847,145763,300,1925,5
111473138,540,335,892,1143,37732,41483,1449485,40069,18231,73
111496599,127,131,221,416,12501,12872,445688,6311,5185,31
111533846,251,193,376,592,20392,21973,691616,5068,9190,43
111620041,2171,1204,2878,4525,157865,160718,6521263,112517,78638,284
111637216,831,308,926,1516,53036,52161,1834886,18664,23250,90
111683636,82,54,78,113,4606,5128,229694,7063,2338,7
111683855,80,93,200,190,6130,7478,195212,9112,1560,16
111737405,15,22,69,8,1964,1742,36117,0,180,5
111836955,54,60,187,108,4026,5402,160250,250,1187,13
111886687,10,22,37,53,2279,2340,55258,1106,825,6
111964319,152,79,167,250,11526,10448,396635,56100,6301,20
111970270,87,92,107,331,8747,9497,222111,9614,3996,22
112250781,1311,1070,3026,1711,105858,114381,4040941,118679,43282,246
112299772,112,204,351,150,9239,10856,291947,28883,2358,30
112377459,779,1477,3186,1048,68355,87864,2303313,281643,11900,239
112464030,237,454,962,109,19512,25399,706569,70387,3125,68
112531417,39,113,295,65,5721,7602,185647,48441,767,21
112545461,124,163,428,83,10653,12951,276102,6835,2182,31
112552411,35,51,92,24,2876,3462,70271,6860,484,10
112552914,341,185,414,949,26888,27124,910762,13856,11325,51
112669497,55,119,197,41,4184,5244,183132,1560,581,16
112955873,16,28,95,16,1983,2583,48801,0,233,7
113038394,38,59,157,62,4056,4771,133707,3550,1438,12
113051039,188,289,588,419,20748,23970,586708,29236,7155,56
113055105,81,85,129,175,5819,6372,216010,4475,1935,15
113068093,64,69,81,102,6050,6710,226079,572,2808,12
113152484,296,245,468,490,19646,22367,882017,14136,8810,43
113216131,91,179,396,80,7721,9140,322039,15267,1956,27
113272381,358,562,1183,350,28129,34663,1124605,6291,8387,82
113275439,61,38,82,76,3924,4733,168608,2988,1633,8
113277406,22,65,143,5,1747,2230,94497,0,414,6
113331514,999,2558,5525,1296,110382,129675,3598073,219563,21491,391
113372833,1649,1069,2067,2802,115506,121772,4596099,30163,54679,220
113389107,15,59,63,9,1201,1469,51498,0,192,6
113401578,49,32,113,101,3898,4623,132211,7273,1529,9
113417472,26,45,63,59,2152,2457,85928,4401,737,6
113435203,744,512,1193,1446,60149,64232,2685671,32007,32965,114
113457795,3042,1539,3518,5245,209090,212604,8295659,103437,102634,365
113555950,193,352,893,175,15357,19082,511807,103340,2805,54
113580107,24,35,91,3,1514,1964,54457,5841,249,6
113639294,17,55,124,16,1855,2261,65448,23699,347,8
113705693,73,31,71,165,5831,5868,174673,270,2058,10
113710517,233,274,646,339,20247,23638,587105,29458,6722,50
113735534,557,247,612,671,35330,36622,1511195,27796,17832,62
113757964,10,33,49,36,1396,1754,44650,0,206,6
113779378,22,69,83,9,1588,2219,80805,2514,238,6
113800818,1240,2187,5208,1385,103263,131912,3412389,577813,19508,389
113825167,1377,531,1987,2718,94765,96214,3321406,37455,43146,185
113874152,312,446,934,610,27618,32271,1175251,150184,10336,73
113995822,1784,992,2339,3269,129415,131707,5127971,177030,66215,234
114031486,591,322,741,1165,43460,42058,1435032,117577,21626,75
114070719,148,67,130,296,7978,7667,518433,21788,5671,12
114139145,53,20,52,108,4006,3964,134269,0,1917,7
114193693,170,389,812,133,16030,19309,517925,69676,2982,61
114218861,19,21,66,36,1837,2185,52068,2094,496,5
114239371,1141,1769,5050,1260,98690,122538,2889566,649021,14934,380
114300841,25,46,68,14,1728,1928,51857,17399,185,8
114310690,29,37,65,7,2175,2851,56591,2795,450,7
114316960,48,103,176,68,5675,6312,198847,10188,2262,16
114321599,87,49,125,229,7805,6916,267992,2261,3385,13
114335710,36,61,90,69,3136,3809,90420,4872,908,9
114427877,12,50,76,24,2320,2671,58159,11814,566,9
114441753,538,360,716,940,41095,44308,1452016,19741,19675,87
114470509,179,115,307,272,9980,11904,498259,6201,4056,21
114478105,29,11,37,123,2951,3021,72281,1283,1206,5
114496338,25,50,87,49,2488,2750,81708,13079,1170,7
114499562,97,101,233,153,6521,7468,251126,4258,1758,17
114559048,188,164,344,168,12130,14459,518781,6333,3916,29
114596500,122,178,298,165,8038,9958,347374,6306,2098,25
114619230,1683,938,2259,2800,131684,136085,5204069,94528,73356,246
114715070,28,58,126,3,1987,2427,73076,6656,414,7
114787051,913,738,1367,2206,72849,79009,2959358,46594,34141,148
114817642,118,286,518,88,10243,11916,338399,148438,1724,38
114823787,64,36,69,131,3511,3825,200169,0,1617,7
114919071,53,41,107,56,4100,4439,113428,4001,1304,9
114921935,8,37,64,34,1880,2190,62860,11306,470,6
114931685,18,73,117,40,3124,3704,78315,21163,439,12
114938000,43,38,74,34,3930,3647,103498,0,1234,7
114950635,30,42,62,29,2427,3080,92514,0,902,6
114952222,185,205,439,231,10184,13046,573679,14846,2982,27
114978133,33,20,62,24,2602,2601,102625,1779,1085,5
114980990,111,172,398,183,11759,13692,351461,33928,4150,29
115036492,70,40,59,118,4379,4583,121164,4734,1144,8
115102590,319,629,1670,266,37042,41580,933858,303171,7773,124
115106525,25,37,87,23,2000,2366,85561,12184,496,6
115141430,1959,1223,2313,3526,149088,155422,5556906,56144,74214,279
115240834,13,47,68,12,1454,1968,66697,1175,279,7
115270420,188,51,190,335,11545,10885,465639,11438,5335,21
115295708,62,27,72,60,3539,3954,118741,25270,1456,6
115310210,8,46,53,6,1115,1365,34945,491,95,6
115399224,23,36,86,68,2814,3620,95035,3778,1275,8
115412279,36,56,96,44,2188,2985,105236,6828,668,7
115416531,36,63,86,30,2857,3042,62506,2079,545,11
115481430,27,55,104,16,2200,2496,72361,145,327,9
115566087,40,81,84,5,2200,2748,85447,5456,246,8
115608873,203,122,245,306,11508,12679,571974,3647,6317,24
115613584,115,141,274,170,8776,10074,395834,50141,3569,24
115658756,50,89,152,90,3692,4377,141604,3046,832,12
115750060,16,55,58,38,2372,2771,74747,1258,689,8
115876049,118,106,158,154,7305,7858,240508,261,2238,16
115914180,198,116,206,232,11591,12288,485086,8984,5918,22
115975133,55,72,83,123,5308,5649,167705,456,2104,12
116001066,82,54,121,40,4911,5097,191316,7644,1719,11
116003827,32,22,42,3,1580,1604,52449,537,278,5
116054300,92,121,337,63,8214,9990,242997,24441,1738,29
116094746,78,81,119,111,6055,6882,228705,483,2667,13
116204347,6,50,60,5,1025,1267,36014,3057,140,5
116219337,16,34,119,3,1700,2245,52778,2431,393,5
116249155,499,225,658,838,35269,37113,1249388,14594,17589,65
116265792,11,32,86,31,2083,2240,51190,0,472,6
116287390,31,71,118,17,2298,2895,99413,19570,316,9
116293223,55,39,85,66,3750,3892,161041,2762,1749,8
116391559,338,233,482,739,24476,26799,902902,6541,11134,52
116514161,1042,618,1100,2399,71723,73116,3173904,23788,38196,125
