,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,firstblood_claimed,obs_placed,rune_pickups,sen_placed,teamfight_participation,tower_damage,towers_killed,neutral_kills,courier_kills,observer_kills,sentry_kills,ancient_kills
104468141,2.5789473684210527,5.105263157894737,11.842105263157896,2.789473684210526,278.36842105263156,325.2105263157895,10447.157894736842,29.94736842105263,69.3157894736842,1.0,84.0,141.0,98.0,10.937629579999998,9967.0,10.0,293.0,0.0,22.0,14.0,5.0
104474051,2.75,9.833333333333334,16.666666666666668,3.75,262.3333333333333,353.3333333333333,11874.083333333334,0.0,90.58333333333333,1.0,72.0,96.0,56.0,7.15374078,5356.0,6.0,189.0,1.0,7.0,6.0,6.0
104497919,6.666666666666667,5.166666666666667,12.166666666666666,7.833333333333333,418.3333333333333,465.0,12815.166666666666,126.5,185.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104500774,8.030303030303031,5.121212121212121,10.333333333333334,9.878787878787879,492.030303030303,521.6666666666666,19358.727272727272,1171.1818181818182,166.21212121212122,2.0,7.0,109.0,3.0,15.991635909999998,93471.0,35.0,1112.0,2.0,14.0,12.0,200.0
104504914,6.481481481481482,4.2592592592592595,12.666666666666666,10.666666666666666,467.85185185185185,496.2962962962963,16503.925925925927,529.6296296296297,145.66666666666666,7.0,5.0,223.0,20.0,15.313002840000001,63047.0,36.0,926.0,1.0,13.0,10.0,82.0
104512126,6.647058823529412,4.0,8.411764705882353,13.235294117647058,537.8823529411765,536.9411764705883,18280.470588235294,280.52941176470586,287.3529411764706,1.0,0.0,59.0,0.0,9.64284717,51051.0,35.0,1495.0,2.0,6.0,7.0,246.0
104641064,4.833333333333333,9.833333333333334,11.0,4.0,329.0,358.5,9635.833333333334,585.0,38.5,0.0,49.0,20.0,28.0,1.25356257,232.0,0.0,25.0,1.0,5.0,6.0,0.0
104690731,2.6,6.3,8.3,4.6,272.8,353.0,8769.9,980.9,106.3,0.0,2.0,48.0,2.0,4.3163883499999995,4613.0,5.0,345.0,0.0,1.0,0.0,9.0
104715188,3.7142857142857144,10.285714285714286,15.714285714285714,1.5714285714285714,395.14285714285717,430.2857142857143,4282.0,580.4285714285714,47.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104744109,6.068965517241379,4.172413793103448,8.137931034482758,15.344827586206897,511.55172413793105,516.448275862069,17374.172413793105,125.20689655172414,245.0,4.0,1.0,147.0,0.0,19.192967799999998,86560.0,53.0,1392.0,1.0,11.0,7.0,255.0
104784070,7.0,5.166666666666667,7.666666666666667,8.333333333333334,488.8333333333333,512.1666666666666,18377.333333333332,581.8333333333334,231.0,0.0,0.0,31.0,0.0,2.90833335,10796.0,4.0,195.0,0.0,2.0,0.0,27.0
104849089,11.5,6.5,9.166666666666666,14.0,573.0,538.8333333333334,16683.5,309.3333333333333,154.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104890603,5.230769230769231,6.153846153846154,8.307692307692308,12.76923076923077,418.3076923076923,446.15384615384613,18104.846153846152,721.7692307692307,194.30769230769232,1.0,4.0,75.0,2.0,8.096797760000001,20863.0,10.0,616.0,1.0,4.0,5.0,100.0
105184229,4.05,6.9,15.9,4.4,366.8,423.4,9836.65,1163.45,57.7,4.0,97.0,159.0,117.0,12.8788991,23461.0,9.0,243.0,2.0,35.0,19.0,13.0
105224607,3.2,4.4,7.6,4.6,311.6,332.2,8918.2,188.4,60.4,0.0,9.0,27.0,6.0,2.6389880999999997,1679.0,0.0,67.0,1.0,0.0,1.0,3.0
105242513,6.076923076923077,6.769230769230769,8.538461538461538,16.46153846153846,483.53846153846155,496.7692307692308,16928.0,445.6923076923077,203.23076923076923,1.0,34.0,112.0,49.0,6.98238995,49553.0,19.0,766.0,1.0,6.0,0.0,99.0
105297599,6.714285714285714,8.714285714285714,9.571428571428571,5.142857142857143,398.85714285714283,551.1428571428571,15909.57142857143,36.42857142857143,148.57142857142858,0.0,31.0,49.0,20.0,3.0850959199999997,9579.0,4.0,374.0,0.0,2.0,1.0,34.0
105338676,2.5555555555555554,6.444444444444445,11.444444444444445,1.1111111111111112,310.77777777777777,334.3333333333333,7209.777777777777,406.77777777777777,45.55555555555556,0.0,15.0,30.0,13.0,1.54048583,2723.0,2.0,92.0,0.0,0.0,0.0,6.0
105397392,3.3333333333333335,6.833333333333333,11.416666666666666,4.083333333333333,257.3333333333333,337.1666666666667,9251.583333333334,225.58333333333334,44.166666666666664,2.0,89.0,63.0,69.0,5.6788908199999995,9088.0,4.0,34.0,0.0,9.0,4.0,1.0
105571036,6.2,5.6,9.0,13.4,361.0,393.0,11055.0,0.0,84.0,0.0,6.0,16.0,7.0,2.60565473,6181.0,5.0,97.0,0.0,2.0,0.0,12.0
105663807,3.9310344827586206,4.517241379310345,13.241379310344827,3.2758620689655173,299.58620689655174,342.0689655172414,8273.379310344828,1467.0,38.41379310344828,5.0,57.0,105.0,45.0,13.042968360000001,8476.0,3.0,199.0,0.0,7.0,9.0,5.0
105725681,2.066666666666667,5.2,10.133333333333333,4.133333333333334,295.93333333333334,304.93333333333334,4070.4,974.4,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105826779,4.966666666666667,5.9,9.833333333333334,7.833333333333333,408.76666666666665,453.6666666666667,14592.533333333333,602.4666666666667,136.76666666666668,2.0,16.0,125.0,5.0,17.106938160000002,30791.0,14.0,903.0,0.0,10.0,8.0,31.0
105974533,2.875,7.25,10.875,1.0,244.375,300.375,8990.125,199.625,37.25,2.0,18.0,35.0,18.0,6.1822222,85.0,1.0,32.0,0.0,4.0,1.0,3.0
106067717,5.857142857142857,6.142857142857143,11.428571428571429,8.0,439.2857142857143,491.0,10190.0,578.1428571428571,181.42857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106139701,2.25,8.0,9.25,3.75,244.25,310.5,7381.5,0.0,49.0,1.0,67.0,63.0,93.0,3.9713421400000004,4782.0,5.0,104.0,1.0,9.0,8.0,2.0
106144415,2.5,4.75,12.375,3.375,312.875,407.875,9470.5,0.0,126.875,0.0,3.0,53.0,0.0,4.55652509,2153.0,0.0,452.0,1.0,7.0,4.0,22.0
106670947,5.666666666666667,5.0,6.5,14.166666666666666,499.3333333333333,527.1666666666666,17930.166666666668,234.5,247.16666666666666,1.0,1.0,22.0,0.0,3.1669017,13042.0,10.0,464.0,0.0,4.0,2.0,78.0
106873918,3.7142857142857144,7.428571428571429,8.142857142857142,10.857142857142858,406.0,443.85714285714283,14299.57142857143,0.0,193.0,2.0,1.0,28.0,0.0,3.90544453,17098.0,7.0,317.0,0.0,3.0,0.0,30.0
106912244,3.4285714285714284,7.428571428571429,11.285714285714286,5.714285714285714,255.85714285714286,307.2857142857143,11995.57142857143,413.2857142857143,46.42857142857143,1.0,34.0,61.0,10.0,4.00303255,2536.0,3.0,68.0,0.0,2.0,3.0,9.0
106943210,8.7,8.1,6.0,20.2,498.1,559.8,27522.5,0.0,242.2,0.0,8.0,66.0,9.0,6.273945569999999,28268.0,15.0,445.0,2.0,4.0,4.0,86.0
107149125,2.0,7.4,10.8,1.0,238.6,263.2,5387.0,770.8,18.2,0.0,15.0,7.0,24.0,0.5862069,490.0,0.0,1.0,0.0,5.0,2.0,0.0
107158656,3.4,9.8,14.4,0.4,264.0,355.8,10701.6,922.6,32.4,1.0,19.0,32.0,11.0,2.98470675,5.0,0.0,51.0,0.0,2.0,2.0,2.0
107166029,3.142857142857143,5.571428571428571,9.0,3.142857142857143,264.57142857142856,325.7142857142857,6919.857142857143,0.0,47.57142857142857,0.0,32.0,33.0,31.0,4.661394270000001,402.0,1.0,102.0,0.0,5.0,0.0,1.0
107171842,3.6,6.9,11.7,3.5,337.4,422.4,16268.2,1331.4,108.5,0.0,9.0,74.0,6.0,4.821340360000001,1931.0,2.0,151.0,0.0,0.0,2.0,0.0
107204538,4.6,4.6,13.6,3.4,320.8,417.0,9942.8,1514.0,99.2,0.0,28.0,44.0,23.0,2.7036387100000003,3082.0,5.0,174.0,1.0,4.0,0.0,0.0
107245314,2.2,2.8,8.6,0.6,316.4,285.4,4011.8,1460.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107296675,4.676470588235294,5.647058823529412,9.352941176470589,8.088235294117647,378.8235294117647,410.55882352941177,13947.323529411764,811.7058823529412,142.7941176470588,3.0,25.0,92.0,17.0,14.169810110000002,18303.0,15.0,323.0,1.0,7.0,3.0,18.0
107323220,6.0,4.375,12.75,4.5,466.5,495.25,16353.625,801.125,183.125,1.0,13.0,30.0,10.0,4.76917642,9622.0,5.0,236.0,0.0,5.0,8.0,18.0
107342808,2.6666666666666665,5.777777777777778,15.444444444444445,4.777777777777778,337.0,391.6666666666667,13233.777777777777,684.6666666666666,92.88888888888889,0.0,19.0,49.0,27.0,5.08527534,10239.0,5.0,190.0,0.0,9.0,7.0,17.0
107392264,4.066666666666666,6.666666666666667,10.866666666666667,6.866666666666666,300.0,363.3333333333333,13706.0,186.4,61.8,1.0,78.0,117.0,40.0,10.1474907,16337.0,9.0,103.0,3.0,14.0,3.0,15.0
107485519,3.4615384615384617,7.461538461538462,5.230769230769231,5.846153846153846,347.61538461538464,368.0769230769231,13294.538461538461,427.0769230769231,164.92307692307693,1.0,21.0,56.0,25.0,7.098490579999999,12910.0,7.0,567.0,1.0,8.0,7.0,60.0
107545702,9.833333333333334,6.333333333333333,13.833333333333334,18.333333333333332,518.6666666666666,539.5,16185.5,302.3333333333333,205.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107563524,7.4,7.4,11.8,11.6,448.0,526.6,20645.2,40.4,176.8,0.0,1.0,23.0,2.0,1.63144956,8147.0,5.0,118.0,0.0,0.0,0.0,7.0
107578266,4.6923076923076925,6.6923076923076925,10.76923076923077,9.461538461538462,414.0,451.6923076923077,18387.76923076923,989.9230769230769,233.07692307692307,1.0,102.0,101.0,81.0,7.08705222,38942.0,22.0,741.0,1.0,18.0,12.0,154.0
107583765,6.916666666666667,5.083333333333333,8.583333333333334,11.083333333333334,467.4166666666667,530.4166666666666,20103.416666666668,393.1666666666667,218.58333333333334,0.0,1.0,33.0,1.0,7.231910889999999,32053.0,16.0,661.0,1.0,5.0,1.0,108.0
107588733,7.285714285714286,8.142857142857142,14.857142857142858,7.571428571428571,383.0,441.42857142857144,16344.142857142857,0.0,140.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107760953,2.2857142857142856,7.0,8.857142857142858,3.142857142857143,201.85714285714286,257.57142857142856,6572.285714285715,0.0,22.142857142857142,1.0,44.0,30.0,37.0,4.0508404,2309.0,1.0,4.0,0.0,7.0,5.0,0.0
107767743,6.875,4.5,12.75,10.375,527.75,584.625,23139.125,196.5,207.5,2.0,1.0,22.0,0.0,4.241693570000001,26245.0,12.0,257.0,0.0,3.0,1.0,33.0
107781387,7.0,4.090909090909091,6.818181818181818,17.636363636363637,459.6363636363636,480.09090909090907,15232.09090909091,332.8181818181818,150.0909090909091,1.0,6.0,46.0,0.0,4.33605813,30104.0,16.0,356.0,0.0,3.0,2.0,82.0
107896633,3.625,5.25,15.875,6.625,466.375,555.125,12196.5,436.25,149.875,1.0,7.0,54.0,0.0,4.36409521,9757.0,6.0,503.0,1.0,5.0,1.0,122.0
107917119,1.6,6.2,8.4,3.4,283.2,310.2,8460.0,295.4,73.4,0.0,7.0,36.0,5.0,2.8064991399999997,259.0,2.0,54.0,0.0,2.0,0.0,0.0
107925680,7.2,4.975,10.675,14.6,469.475,503.75,20246.925,88.875,206.475,2.0,17.0,219.0,19.0,18.700885440000004,75530.0,43.0,1084.0,1.0,10.0,8.0,151.0
107931952,3.3333333333333335,6.833333333333333,14.0,0.8333333333333334,268.8333333333333,356.1666666666667,10797.0,315.0,13.666666666666666,0.0,56.0,17.0,76.0,2.72568462,1445.0,1.0,11.0,0.0,8.0,7.0,0.0
107947584,7.111111111111111,6.944444444444445,8.277777777777779,15.333333333333334,471.44444444444446,470.55555555555554,18162.833333333332,74.66666666666667,235.27777777777777,1.0,7.0,57.0,9.0,9.785749189999997,44416.0,29.0,1144.0,1.0,5.0,9.0,191.0
107957539,4.625,7.0,13.875,3.5,294.0,380.0,16806.75,527.75,43.5,0.0,38.0,45.0,48.0,4.943160259999999,6453.0,2.0,57.0,2.0,12.0,5.0,0.0
108088937,4.2,8.8,15.2,9.4,446.4,550.0,13394.4,16.0,151.6,1.0,4.0,26.0,1.0,2.2086956,1270.0,1.0,96.0,1.0,1.0,0.0,0.0
108167331,7.142857142857143,3.2857142857142856,12.428571428571429,13.428571428571429,501.57142857142856,505.42857142857144,16093.142857142857,469.7142857142857,173.85714285714286,1.0,2.0,33.0,0.0,4.09548787,26219.0,14.0,391.0,0.0,0.0,0.0,103.0
108184154,11.2,7.0,10.4,22.6,496.8,551.6,22269.2,17.6,196.0,1.0,1.0,14.0,0.0,2.9712574099999998,27752.0,9.0,273.0,0.0,1.0,2.0,76.0
108205302,4.944444444444445,5.055555555555555,12.166666666666666,8.444444444444445,374.8333333333333,414.22222222222223,14816.611111111111,1267.611111111111,131.11111111111111,2.0,6.0,103.0,0.0,9.6968861,15953.0,10.0,508.0,0.0,0.0,2.0,32.0
108290174,7.888888888888889,5.444444444444445,14.0,10.555555555555555,463.77777777777777,486.1111111111111,19287.222222222223,238.88888888888889,230.44444444444446,0.0,3.0,30.0,1.0,2.56767239,24982.0,11.0,362.0,0.0,4.0,3.0,74.0
108297554,7.333333333333333,3.5833333333333335,13.5,19.083333333333332,489.5,530.5833333333334,19834.416666666668,1277.1666666666667,203.33333333333334,1.0,26.0,71.0,24.0,6.72349692,53897.0,18.0,534.0,0.0,12.0,8.0,114.0
108383863,4.375,5.25,12.625,2.75,256.625,321.875,9483.0,1578.5,34.75,1.0,71.0,11.0,69.0,4.89920633,6772.0,6.0,45.0,0.0,11.0,7.0,1.0
108446867,9.428571428571429,4.285714285714286,10.285714285714286,6.571428571428571,466.2857142857143,470.7142857142857,15729.0,373.7142857142857,155.71428571428572,4.0,1.0,61.0,0.0,4.4786428,15165.0,7.0,316.0,0.0,2.0,0.0,32.0
108454938,9.6,2.8,10.4,20.2,657.8,651.2,20802.4,74.0,313.4,0.0,3.0,26.0,1.0,2.90691525,38612.0,22.0,401.0,0.0,5.0,9.0,102.0
108548063,3.694736842105263,6.621052631578947,11.978947368421053,2.263157894736842,337.33684210526314,366.70526315789476,5344.178947368421,1013.2105263157895,52.536842105263155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108586447,2.6666666666666665,8.833333333333334,11.833333333333334,3.8333333333333335,264.8333333333333,315.1666666666667,9969.833333333334,606.1666666666666,22.333333333333332,1.0,51.0,25.0,63.0,3.34191179,890.0,1.0,25.0,0.0,11.0,11.0,0.0
108593613,4.333333333333333,3.2222222222222223,20.0,2.6666666666666665,352.6666666666667,471.55555555555554,11527.111111111111,1635.7777777777778,70.88888888888889,1.0,28.0,59.0,22.0,4.4042359,5315.0,5.0,51.0,0.0,4.0,4.0,3.0
108603526,6.333333333333333,6.166666666666667,8.5,20.333333333333332,429.0,489.3333333333333,19065.166666666668,427.3333333333333,166.5,1.0,1.0,25.0,0.0,3.2306373400000004,12628.0,5.0,191.0,1.0,6.0,5.0,10.0
108831569,2.962962962962963,4.185185185185185,10.185185185185185,6.962962962962963,377.962962962963,415.3703703703704,9639.444444444445,1683.888888888889,152.44444444444446,2.0,5.0,171.0,1.0,14.648664779999999,26741.0,16.0,1144.0,0.0,11.0,6.0,30.0
108841996,7.2,3.2,6.2,18.0,494.6,553.2,13936.4,48.8,156.4,0.0,6.0,13.0,4.0,2.14024064,15770.0,7.0,303.0,0.0,3.0,2.0,26.0
108916953,7.785714285714286,5.071428571428571,10.142857142857142,11.142857142857142,519.0,562.3571428571429,19394.214285714286,277.2142857142857,289.85714285714283,0.0,5.0,129.0,3.0,8.724868230000002,55425.0,35.0,965.0,0.0,2.0,4.0,136.0
108939324,2.823529411764706,6.235294117647059,9.529411764705882,5.352941176470588,396.4117647058824,433.8235294117647,10829.588235294117,869.9411764705883,156.8235294117647,0.0,3.0,80.0,0.0,5.1283348,5710.0,3.0,330.0,1.0,5.0,2.0,18.0
108997922,7.368421052631579,2.8947368421052633,9.842105263157896,19.789473684210527,525.9473684210526,544.3684210526316,21984.157894736843,178.05263157894737,240.89473684210526,2.0,19.0,135.0,6.0,11.513066129999999,49428.0,31.0,798.0,1.0,11.0,3.0,126.0
109155831,8.444444444444445,4.333333333333333,6.777777777777778,13.222222222222221,582.2222222222222,522.7777777777778,14730.444444444445,4.666666666666667,221.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109226579,5.5,3.25,10.875,4.625,466.75,472.875,12840.625,0.0,114.75,0.0,12.0,46.0,21.0,4.743124020000001,13798.0,11.0,285.0,0.0,7.0,2.0,19.0
109264383,4.125,7.125,7.875,9.5,324.375,358.0,11178.75,0.0,106.75,0.0,21.0,30.0,6.0,5.28153523,11678.0,4.0,253.0,0.0,3.0,5.0,16.0
109283543,5.521739130434782,9.391304347826088,12.91304347826087,11.391304347826088,380.8695652173913,427.95652173913044,15174.0,118.52173913043478,108.30434782608695,0.0,77.0,102.0,69.0,11.0617113,41701.0,20.0,777.0,0.0,12.0,14.0,81.0
109469423,3.5,5.333333333333333,3.8333333333333335,13.0,499.6666666666667,569.6666666666666,12687.0,40.833333333333336,261.1666666666667,0.0,1.0,55.0,0.0,3.0507422799999997,9194.0,5.0,489.0,2.0,2.0,1.0,30.0
109490736,4.56,5.36,12.92,6.92,387.0,476.04,12205.04,827.0,141.64,2.0,9.0,100.0,2.0,13.523762500000002,34603.0,12.0,802.0,2.0,19.0,14.0,92.0
109590964,2.4,6.9,7.0,3.6,219.5,274.7,7185.5,457.5,41.2,2.0,25.0,48.0,44.0,5.87856605,1419.0,2.0,38.0,0.0,17.0,4.0,2.0
109683615,6.857142857142857,4.809523809523809,10.047619047619047,16.238095238095237,465.23809523809524,527.0,21835.238095238095,51.38095238095238,244.38095238095238,1.0,1.0,200.0,0.0,11.91694483,75116.0,29.0,1281.0,1.0,5.0,3.0,187.0
109758944,7.533333333333333,5.533333333333333,9.6,16.666666666666668,652.0,621.7333333333333,11350.6,317.8,257.53333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109822700,10.416666666666666,4.0,9.166666666666666,23.083333333333332,566.25,589.4166666666666,22236.75,61.833333333333336,264.0,1.0,3.0,79.0,1.0,6.5178538800000005,56181.0,25.0,1238.0,0.0,0.0,2.0,169.0
109883841,6.444444444444445,6.333333333333333,11.11111111111111,13.0,457.1111111111111,506.0,16130.444444444445,1041.888888888889,184.55555555555554,1.0,3.0,32.0,0.0,5.220087240000001,19563.0,6.0,257.0,0.0,2.0,1.0,20.0
109888604,10.2,6.4,9.4,10.2,616.4,579.4,32354.4,1973.4,351.6,1.0,0.0,16.0,0.0,3.77067371,37389.0,13.0,527.0,1.0,1.0,2.0,127.0
109889556,4.8,7.6,16.4,7.2,385.0,504.4,13450.0,1722.4,93.2,1.0,5.0,28.0,4.0,2.5383556899999995,5344.0,2.0,59.0,0.0,4.0,3.0,5.0
109901679,4.6,5.9,8.0,17.7,518.9,524.4,15584.7,59.3,227.0,0.0,0.0,65.0,1.0,5.558453589999999,17988.0,10.0,676.0,1.0,4.0,0.0,60.0
110025307,5.166666666666667,6.583333333333333,9.166666666666666,4.75,338.4166666666667,374.9166666666667,5173.833333333333,718.0833333333334,31.083333333333332,0.0,2.0,5.0,0.0,0.41666666,3278.0,2.0,19.0,0.0,0.0,0.0,0.0
110032051,4.111111111111111,5.444444444444445,6.444444444444445,12.555555555555555,375.44444444444446,434.22222222222223,12479.222222222223,528.7777777777778,199.77777777777777,1.0,6.0,66.0,11.0,5.006666770000001,14320.0,4.0,395.0,0.0,3.0,2.0,94.0
110032698,3.0,9.636363636363637,10.545454545454545,1.5454545454545454,294.54545454545456,290.27272727272725,7760.545454545455,360.0,72.81818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110090274,5.560975609756097,3.707317073170732,6.926829268292683,10.78048780487805,469.9756097560976,467.7073170731707,12460.682926829268,111.39024390243902,195.41463414634146,0.0,5.0,75.0,6.0,4.75248692,33401.0,12.0,438.0,0.0,3.0,3.0,40.0
110194593,3.8181818181818183,8.272727272727273,11.090909090909092,2.6363636363636362,257.90909090909093,379.8181818181818,12166.09090909091,833.4545454545455,69.45454545454545,4.0,12.0,41.0,23.0,7.287182799999999,889.0,0.0,158.0,0.0,6.0,3.0,0.0
110209831,5.608695652173913,5.130434782608695,8.695652173913043,16.26086956521739,433.5217391304348,456.4347826086956,16518.391304347828,249.69565217391303,175.6086956521739,3.0,35.0,114.0,20.0,11.847522519999998,56511.0,26.0,990.0,0.0,12.0,9.0,219.0
110286090,2.4,5.8,12.0,4.6,261.8,253.2,6691.8,56.0,44.0,0.0,51.0,26.0,38.0,2.96115194,4671.0,1.0,26.0,0.0,4.0,5.0,0.0
110344084,4.0,4.666666666666667,6.222222222222222,9.333333333333334,436.0,480.8888888888889,17684.444444444445,14.333333333333334,181.88888888888889,1.0,1.0,37.0,0.0,4.73442431,12546.0,10.0,337.0,1.0,1.0,0.0,48.0
110383343,5.666666666666667,4.333333333333333,10.5,4.333333333333333,293.3333333333333,297.3333333333333,8797.666666666666,1303.6666666666667,51.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110412761,6.285714285714286,4.964285714285714,7.0,11.714285714285714,457.60714285714283,518.4642857142857,19937.25,58.535714285714285,212.71428571428572,0.0,18.0,212.0,1.0,16.774071049999996,43096.0,25.0,1184.0,2.0,7.0,3.0,80.0
110448679,5.315789473684211,5.578947368421052,7.684210526315789,12.526315789473685,455.4736842105263,494.94736842105266,16118.631578947368,259.89473684210526,192.94736842105263,3.0,19.0,102.0,9.0,10.247442580000001,20259.0,10.0,445.0,0.0,11.0,7.0,73.0
110464822,7.75,5.6,13.3,9.95,425.125,538.4,18610.725,731.8,135.3,2.0,42.0,286.0,18.0,23.892352459999998,74329.0,33.0,1419.0,2.0,12.0,8.0,263.0
110541755,1.8,6.2,13.2,1.6,204.6,293.0,6386.0,0.0,49.4,0.0,2.0,30.0,4.0,3.8714285999999998,519.0,1.0,12.0,0.0,2.0,3.0,0.0
110564478,3.1818181818181817,6.909090909090909,10.909090909090908,3.6363636363636362,313.3636363636364,306.1818181818182,7556.636363636364,385.09090909090907,63.45454545454545,0.0,9.0,12.0,5.0,1.44611534,123.0,0.0,8.0,0.0,0.0,0.0,4.0
110661387,9.074074074074074,6.481481481481482,13.074074074074074,14.222222222222221,483.51851851851853,586.6666666666666,31969.51851851852,807.2592592592592,219.88888888888889,0.0,33.0,137.0,21.0,15.693400070000001,71602.0,36.0,740.0,2.0,11.0,9.0,27.0
110963199,6.0,6.125,11.125,4.375,412.625,474.75,13016.375,18.875,116.125,1.0,4.0,35.0,2.0,4.7716685199999995,13312.0,12.0,167.0,0.0,1.0,0.0,22.0
110979485,7.090909090909091,4.454545454545454,12.727272727272727,4.636363636363637,380.54545454545456,474.27272727272725,17890.81818181818,995.3636363636364,146.8181818181818,1.0,0.0,116.0,0.0,6.78394429,10264.0,3.0,362.0,0.0,6.0,1.0,54.0
111150817,5.0,5.90625,10.03125,11.25,391.875,446.34375,16570.25,616.46875,155.5,4.0,2.0,132.0,6.0,17.95090718,38210.0,21.0,1412.0,0.0,13.0,12.0,79.0
111392103,4.5625,5.0625,9.6875,5.875,356.8125,410.6875,13396.5,285.125,134.875,1.0,4.0,85.0,1.0,10.013119430000001,14849.0,7.0,522.0,0.0,4.0,3.0,27.0
111403585,11.5,3.6666666666666665,8.833333333333334,9.166666666666666,613.8333333333334,729.5,25972.166666666668,99.66666666666667,348.5,1.0,0.0,50.0,0.0,3.95206649,21095.0,13.0,722.0,1.0,1.0,2.0,159.0
111496599,2.0,3.5555555555555554,4.333333333333333,15.666666666666666,370.1111111111111,398.55555555555554,6532.666666666667,188.33333333333334,143.22222222222223,0.0,0.0,29.0,0.0,4.393392400000001,3411.0,3.0,253.0,0.0,2.0,1.0,9.0
111584685,6.083333333333333,2.8333333333333335,5.083333333333333,14.5,601.3333333333334,603.1666666666666,15214.833333333334,1216.5833333333333,233.91666666666666,2.0,1.0,37.0,1.0,6.45824796,64813.0,29.0,1115.0,0.0,3.0,2.0,294.0
111659034,4.909090909090909,4.090909090909091,10.909090909090908,11.727272727272727,446.72727272727275,463.27272727272725,13933.09090909091,353.8181818181818,135.45454545454547,0.0,1.0,29.0,0.0,5.81997866,26315.0,11.0,374.0,0.0,1.0,0.0,35.0
111683855,3.923076923076923,5.3076923076923075,13.0,10.0,365.15384615384613,440.15384615384613,9515.846153846154,700.9230769230769,66.84615384615384,2.0,57.0,73.0,28.0,7.57218474,10698.0,8.0,216.0,0.0,9.0,7.0,18.0
