k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;variance;3;6;1;0.750000;10;0.611111
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
denies,gpm,hd,kills,xpm;-1,380254;0;5;3
deaths,denies,hd,hh,kills,xpm;-1,380296;0;6;3
assists,hd,hh,kills,xpm;-1,380485;0;5;3
deaths,denies,gpm,hd,kills,xpm;-1,380637;0;6;3
assists,deaths,hd,hh,kills,xpm;-1,380830;0;6;3
assists,gpm,hd,kills,xpm;-1,380894;0;5;3
denies,gpm,hd,hh,kills,xpm;-1,380897;0;6;3
assists,deaths,gpm,hd,kills,xpm;-1,381170;0;6;3
assists,gpm,hd,hh,kills,xpm;-1,381431;0;6;3
hd,kills,xpm;-1,381893;0;3;3
deaths,hd,kills,xpm;-1,382058;0;4;3
hd,hh,kills,xpm;-1,382449;0;4;3
deaths,hd,hh,kills,xpm;-1,382470;0;5;3
deaths,gpm,hd,kills,xpm;-1,382879;0;5;3
gpm,hd,kills,xpm;-1,382960;0;4;3
deaths,gpm,hd,hh,kills,xpm;-1,383085;0;6;3
gpm,hd,hh,kills,xpm;-1,383191;0;5;3
assists,denies,hd,kills,lh,xpm;-1,780559;0;6;5
denies,hd,kills,lh,xpm;-1,781053;0;5;5
assists,hd,kills,lh,xpm;-1,781693;0;5;5
deaths,denies,hd,kills,lh,xpm;-1,782214;0;6;5
denies,hd,hh,kills,lh,xpm;-1,782474;0;6;5
hd,kills,lh,xpm;-1,782593;0;4;5
assists,deaths,hd,kills,lh,xpm;-1,782747;0;6;5
denies,gpm,hd,kills,lh,xpm;-1,782815;0;6;5
assists,hd,hh,kills,lh,xpm;-1,783008;0;6;5
assists,gpm,hd,kills,lh,xpm;-1,783349;0;6;5
deaths,hd,kills,lh,xpm;-1,783678;0;5;5
hd,hh,kills,lh,xpm;-1,783990;0;5;5
gpm,hd,kills,lh,xpm;-1,784399;0;5;5
deaths,hd,hh,kills,lh,xpm;-1,784662;0;6;5
deaths,gpm,hd,kills,lh,xpm;-1,785003;0;6;5
gpm,hd,hh,kills,lh,xpm;-1,785263;0;6;5
denies,lh;-1,925745;0;2;6
assists,lh;-1,927346;0;2;6
hd,lh;-1,928899;0;2;6
assists,denies;-1,930644;0;2;6
denies,hd;-1,932197;0;2;6
deaths,lh;-1,932308;0;2;6
hh,lh;-1,933089;0;2;6
kills,lh;-1,933489;0;2;6
lh,xpm;-1,933545;0;2;6
assists,hd;-1,933798;0;2;6
gpm,lh;-1,934112;0;2;6
deaths,denies;-1,935606;0;2;6
denies,hh;-1,936387;0;2;6
denies,kills;-1,936787;0;2;6
denies,xpm;-1,936844;0;2;6
assists,deaths;-1,937207;0;2;6
denies,gpm;-1,937410;0;2;6
assists,hh;-1,937988;0;2;6
assists,kills;-1,938388;0;2;6
assists,xpm;-1,938445;0;2;6
