k;seed;metric;min_size;max_size;outliers;threshold;elite_size;elapsed_time
10;-1;euclidean;3;6;1;0.750000;10;6079.089530
All solutions found
Solution;Evaluation;Feasible;Num, of Attr,;Restrictions Violated
deaths,hd,hh,kills,lh;-0,874710;0;5;2
deaths,gpm,hd,hh,kills,lh;-0,875144;0;6;2
deaths,denies,gpm,hd,kills,lh;-0,881193;0;6;2
deaths,denies,hh,kills,lh,xpm;-0,881261;0;6;2
deaths,denies,hd,kills,lh;-0,881731;0;5;2
assists,deaths,hd,kills,lh;-0,882235;0;5;2
assists,deaths,gpm,hd,kills,lh;-0,882492;0;6;2
assists,denies,hd,hh,kills,lh;-0,885896;0;6;2
assists,deaths,denies,kills,lh,xpm;-0,888924;0;6;2
assists,deaths,hh,kills,lh,xpm;-0,891951;0;6;2
assists,deaths,denies,hd,kills,lh;-0,898393;0;6;2
assists,deaths,hd,hh,kills,lh;-0,901392;0;6;2
deaths,denies,hd,hh,kills,lh;-0,904545;0;6;2
hd,lh,xpm;-1,057271;0;3;3
gpm,hd,lh,xpm;-1,058118;0;4;3
denies,hd,kills,xpm;-1,069155;0;4;3
denies,gpm,hd,kills,xpm;-1,069380;0;5;3
hd,kills,xpm;-1,076090;0;3;3
gpm,hd,kills,xpm;-1,076499;0;4;3
hd,hh,kills,xpm;-1,082763;0;4;3
gpm,hd,hh,kills,xpm;-1,083528;0;5;3
assists,hd,kills,xpm;-1,089936;0;4;3
assists,gpm,hd,kills,xpm;-1,090488;0;5;3
denies,hd,lh,xpm;-1,108338;0;4;3
denies,gpm,hd,lh,xpm;-1,109133;0;5;3
assists,gpm,hd,lh,xpm;-1,112896;0;5;3
assists,hd,lh,xpm;-1,113985;0;4;3
hd,hh,lh,xpm;-1,114508;0;4;3
gpm,hd,hh,lh,xpm;-1,116026;0;5;3
denies,gpm,hd,hh,kills,xpm;-1,119403;0;6;3
denies,hd,hh,kills,xpm;-1,120132;0;5;3
assists,hd,hh,kills,xpm;-1,120873;0;5;3
deaths,hd,kills,xpm;-1,121073;0;4;3
assists,gpm,hd,hh,kills,xpm;-1,121585;0;6;3
deaths,gpm,hd,kills,xpm;-1,121733;0;5;3
deaths,hd,lh,xpm;-1,127131;0;4;3
deaths,gpm,hd,lh,xpm;-1,128829;0;5;3
assists,denies,hd,kills,xpm;-1,137385;0;5;3
assists,denies,gpm,hd,kills,xpm;-1,142573;0;6;3
assists,hd,hh,lh,xpm;-1,143057;0;5;3
assists,gpm,hd,hh,lh,xpm;-1,143784;0;6;3
denies,hd,hh,lh,xpm;-1,146337;0;5;3
denies,gpm,hd,hh,lh,xpm;-1,146761;0;6;3
assists,denies,hd,lh,xpm;-1,150008;0;5;3
assists,denies,gpm,hd,lh,xpm;-1,150100;0;6;3
deaths,denies,hd,kills,xpm;-1,153096;0;5;3
deaths,denies,gpm,hd,kills,xpm;-1,154869;0;6;3
assists,deaths,hd,kills,xpm;-1,156635;0;5;3
assists,deaths,gpm,hd,kills,xpm;-1,156981;0;6;3
deaths,hd,hh,lh,xpm;-1,160205;0;5;3
deaths,gpm,hd,hh,lh,xpm;-1,160839;0;6;3
assists,denies,hd,hh,kills,xpm;-1,166701;0;6;3
deaths,denies,hd,lh,xpm;-1,167887;0;5;3
assists,deaths,hd,lh,xpm;-1,168025;0;5;3
deaths,denies,gpm,hd,lh,xpm;-1,168273;0;6;3
assists,deaths,gpm,hd,lh,xpm;-1,168671;0;6;3
deaths,hd,hh,kills,xpm;-1,168924;0;5;3
deaths,gpm,hd,hh,kills,xpm;-1,169684;0;6;3
assists,denies,hd,hh,lh,xpm;-1,172605;0;6;3
deaths,denies,hd,hh,kills,xpm;-1,179790;0;6;3
assists,deaths,denies,hd,lh,xpm;-1,182055;0;6;3
assists,deaths,hd,hh,kills,xpm;-1,186254;0;6;3
assists,deaths,hd,hh,lh,xpm;-1,187233;0;6;3
deaths,denies,hd,hh,lh,xpm;-1,187757;0;6;3
assists,deaths,denies,hd,kills,xpm;-1,188661;0;6;3
denies,gpm;-1,422317;0;2;6
gpm,lh;-1,424945;0;2;6
gpm,hd;-1,440549;0;2;6
gpm,xpm;-1,451240;0;2;6
gpm,kills;-1,453604;0;2;6
assists,gpm;-1,455181;0;2;6
gpm,hh;-1,459128;0;2;6
deaths,gpm;-1,476139;0;2;6
hd,kills,lh,xpm;-1,481234;0;4;5
gpm,hd,kills,lh,xpm;-1,487008;0;5;5
hd,hh,kills,lh,xpm;-1,504401;0;5;5
gpm,hd,hh,kills,lh,xpm;-1,506821;0;6;5
lh,xpm;-1,513535;0;2;6
denies,hd,kills,lh,xpm;-1,521577;0;5;5
denies,gpm,hd,kills,lh,xpm;-1,521819;0;6;5
assists,hd,kills,lh,xpm;-1,523336;0;5;5
assists,gpm,hd,kills,lh,xpm;-1,523696;0;6;5
deaths,gpm,hd,kills,lh,xpm;-1,543323;0;6;5
deaths,hd,kills,lh,xpm;-1,544063;0;5;5
kills,lh;-1,544908;0;2;6
denies,hh;-1,549047;0;2;6
hh,lh;-1,552197;0;2;6
assists,hd,hh,kills,lh,xpm;-1,555250;0;6;5
denies,hd,hh,kills,lh,xpm;-1,557884;0;6;5
assists,denies,hd,kills,lh,xpm;-1,558309;0;6;5
denies,kills;-1,561443;0;2;6
hd,kills;-1,565339;0;2;6
hd,xpm;-1,571878;0;2;6
deaths,hd,hh,kills,lh,xpm;-1,573316;0;6;5
assists,hh;-1,574637;0;2;6
assists,deaths,hd,kills,lh,xpm;-1,578689;0;6;5
deaths,denies,hd,kills,lh,xpm;-1,578991;0;6;5
hh,kills;-1,582094;0;2;6
hd,hh;-1,586671;0;2;6
denies,hd;-1,587481;0;2;6
denies,xpm;-1,587726;0;2;6
assists,kills;-1,588376;0;2;6
assists,xpm;-1,589520;0;2;6
deaths,hh;-1,593646;0;2;6
denies,lh;-1,595042;0;2;6
hd,lh;-1,597035;0;2;6
hh,xpm;-1,599931;0;2;6
kills,xpm;-1,602460;0;2;6
deaths,denies;-1,609268;0;2;6
assists,hd;-1,611253;0;2;6
deaths,lh;-1,611317;0;2;6
assists,lh;-1,614202;0;2;6
deaths,kills;-1,615197;0;2;6
assists,denies;-1,616028;0;2;6
deaths,hd;-1,622134;0;2;6
deaths,xpm;-1,623106;0;2;6
assists,deaths;-1,631700;0;2;6
